# cosmological_parameters--omega_m cosmological_parameters--s_8 cosmological_parameters--h0 cosmological_parameters--omega_b cosmological_parameters--n_s cosmological_parameters--w
1.532128906249999867e-01 8.906005859375000222e-01 5.733789062500000977e-01 3.900390624999999778e-02 9.908007812500000400e-01 -1.303466796875000000e+00
1.650878906250000111e-01 7.734130859375000222e-01 7.196289062500000888e-01 3.025390625000000042e-02 1.047050781250000062e+00 -1.631591796875000000e+00
3.550878906250000133e-01 8.984130859375000222e-01 8.996289062500000266e-01 5.025390625000000777e-02 9.470507812499999734e-01 -8.815917968750000000e-01
4.500878906249999867e-01 7.109130859375000222e-01 8.096289062500000577e-01 4.025390624999999889e-02 8.970507812500000400e-01 -1.256591796875000000e+00
2.600878906249999845e-01 8.359130859375000222e-01 6.296289062500000089e-01 6.025390625000000278e-02 9.970507812500000178e-01 -5.065917968750000000e-01
3.075878906250000266e-01 6.796630859375000222e-01 8.546289062500000977e-01 3.525390625000000139e-02 8.720507812500000178e-01 -6.940917968750000000e-01
4.975878906249999734e-01 8.046630859375000222e-01 6.746289062500000488e-01 5.525390625000000527e-02 9.720507812499999956e-01 -1.444091796875000000e+00
4.025878906250000000e-01 7.421630859375000222e-01 5.846289062500000799e-01 4.525390625000000333e-02 1.022050781249999929e+00 -1.069091796875000000e+00
2.125878906249999978e-01 8.671630859375000222e-01 7.646289062500000178e-01 6.525390625000000722e-02 9.220507812500000622e-01 -1.819091796875000000e+00
1.888378906250000044e-01 6.952880859375000222e-01 6.071289062500000444e-01 5.775390625000000056e-02 9.595507812500000400e-01 -1.912841796875000000e+00
3.788378906250000067e-01 8.202880859375000222e-01 7.871289062499999822e-01 3.775390624999999667e-02 1.059550781250000018e+00 -1.162841796875000000e+00
4.738378906249999800e-01 7.577880859375000222e-01 8.771289062500000622e-01 6.775390625000000944e-02 1.009550781249999973e+00 -1.537841796875000000e+00
2.838378906249999778e-01 8.827880859375000222e-01 6.971289062500000133e-01 4.775390625000000555e-02 9.095507812499999956e-01 -7.878417968750000000e-01
2.363378906249999911e-01 7.265380859375000222e-01 7.421289062500000533e-01 5.275390625000000305e-02 9.845507812500000622e-01 -6.003417968750000000e-01
4.263378906249999933e-01 8.515380859375000222e-01 5.621289062500000044e-01 3.275390624999999917e-02 8.845507812499999734e-01 -1.350341796875000000e+00
3.313378906249999645e-01 6.640380859375000222e-01 6.521289062500000844e-01 6.275390625000000500e-02 9.345507812500000178e-01 -9.753417968750000000e-01
1.413378906249999900e-01 7.890380859375000222e-01 8.321289062500000222e-01 4.275390625000000111e-02 1.034550781250000107e+00 -1.725341796875000000e+00
1.354003906250000056e-01 7.148193359375000222e-01 6.352539062500000000e-01 6.962890625000001110e-02 8.939257812499999956e-01 -8.581542968750000000e-01
3.254003906250000355e-01 8.398193359375000222e-01 8.152539062500000488e-01 4.962890625000000722e-02 9.939257812500000844e-01 -1.608154296875000000e+00
4.204003906250000089e-01 6.523193359375000222e-01 9.052539062500000178e-01 5.962890625000000222e-02 1.043925781250000018e+00 -1.233154296875000000e+00
2.304003906250000067e-01 7.773193359375000222e-01 7.252539062500000799e-01 3.962890624999999833e-02 9.439257812500000400e-01 -1.983154296875000000e+00
2.779003906249999933e-01 6.835693359375000222e-01 7.702539062500000089e-01 6.462890625000000666e-02 1.068925781250000151e+00 -1.795654296875000000e+00
4.679003906249999956e-01 8.085693359375000222e-01 5.902539062500000711e-01 4.462890625000000278e-02 9.689257812500000622e-01 -1.045654296875000000e+00
3.729003906250000222e-01 7.460693359375000222e-01 6.802539062500000400e-01 5.462890625000000472e-02 9.189257812500000178e-01 -1.420654296875000000e+00
1.829003906249999922e-01 8.710693359375000222e-01 8.602539062500000888e-01 3.462890625000000083e-02 1.018925781250000107e+00 -6.706542968750000000e-01
2.066503906250000133e-01 6.679443359375000222e-01 7.027539062500000044e-01 4.212890625000000056e-02 9.814257812500000178e-01 -5.769042968750000000e-01
3.966503906250000155e-01 7.929443359375000222e-01 8.827539062500000533e-01 6.212890625000000444e-02 8.814257812500000400e-01 -1.326904296875000000e+00
4.916503906249999889e-01 7.304443359375000222e-01 7.927539062499999734e-01 3.212890624999999861e-02 9.314257812499999734e-01 -9.519042968750000000e-01
3.016503906249999867e-01 8.554443359375000222e-01 6.127539062500000355e-01 5.212890625000000250e-02 1.031425781250000062e+00 -1.701904296875000000e+00
2.541503906250000000e-01 7.616943359375000222e-01 8.377539062500000133e-01 4.712890625000000500e-02 9.564257812499999956e-01 -1.889404296875000000e+00
4.441503906250000022e-01 8.866943359375000222e-01 6.577539062500000755e-01 6.712890625000000888e-02 1.056425781249999973e+00 -1.139404296875000000e+00
3.491503906249999734e-01 6.991943359375000222e-01 5.677539062499999956e-01 3.712890625000000305e-02 1.006425781249999929e+00 -1.514404296875000000e+00
1.591503906249999989e-01 8.241943359375000222e-01 7.477539062500000444e-01 5.712890625000000000e-02 9.064257812500000622e-01 -7.644042968750000000e-01
1.472753906250000022e-01 7.070068359375000222e-01 8.715039062500000711e-01 5.337890625000000361e-02 9.376757812500000622e-01 -1.092529296875000000e+00
3.372753906250000044e-01 8.320068359375000222e-01 6.915039062500000222e-01 3.337890624999999972e-02 1.037675781249999929e+00 -1.842529296875000000e+00
4.322753906249999778e-01 7.695068359375000222e-01 6.015039062500000533e-01 6.337890625000000555e-02 9.876757812499999956e-01 -7.175292968750000000e-01
2.422753906250000033e-01 8.945068359375000222e-01 7.815039062499999911e-01 4.337890625000000167e-02 8.876757812500000178e-01 -1.467529296875000000e+00
2.897753906250000178e-01 7.382568359375000222e-01 6.465039062499999822e-01 5.837890625000000111e-02 1.012675781250000018e+00 -1.280029296875000000e+00
4.797753906250000200e-01 8.632568359375000222e-01 8.265039062500000311e-01 3.837890624999999722e-02 9.126757812500000400e-01 -5.300292968750000000e-01
3.847753906249999911e-01 6.757568359375000222e-01 7.365039062500000622e-01 6.837890625000000999e-02 9.626757812499999734e-01 -1.655029296875000000e+00
1.947753906249999889e-01 8.007568359375000222e-01 5.565039062500000133e-01 4.837890625000000611e-02 1.062675781250000062e+00 -9.050292968750000000e-01
1.710253906249999956e-01 7.538818359375000222e-01 8.040039062499999556e-01 3.587890625000000194e-02 1.025175781249999973e+00 -9.987792968750000000e-01
3.610253906249999978e-01 8.788818359375000222e-01 6.240039062500000178e-01 5.587890624999999889e-02 9.251757812499999956e-01 -1.748779296875000000e+00
4.560253906250000266e-01 6.913818359375000222e-01 7.140039062500000977e-01 4.587890625000000389e-02 8.751757812499999512e-01 -6.237792968750000000e-01
2.660253906249999689e-01 8.163818359375000222e-01 8.940039062500000355e-01 6.587890625000000777e-02 9.751757812500000400e-01 -1.373779296875000000e+00
2.185253906249999822e-01 6.601318359375000222e-01 5.790039062500000888e-01 3.087890624999999750e-02 9.001757812499999734e-01 -1.561279296875000000e+00
4.085253906249999845e-01 7.851318359375000222e-01 7.590039062500000266e-01 5.087890625000000139e-02 1.000175781250000062e+00 -8.112792968750000000e-01
3.135253906250000111e-01 7.226318359375000222e-01 8.490039062500001066e-01 4.087890624999999944e-02 1.050175781250000107e+00 -1.936279296875000000e+00
1.235253906249999950e-01 8.476318359375000222e-01 6.690039062500000577e-01 6.087890625000000333e-02 9.501757812500000178e-01 -1.186279296875000000e+00
1.250097656249999911e-01 7.021240234375000222e-01 5.888476562500000178e-01 4.353515624999999833e-02 1.054082031250000107e+00 -7.585449218750000000e-01
3.150097656249999933e-01 8.271240234375000222e-01 7.688476562500000666e-01 6.353515625000000222e-02 9.540820312500000178e-01 -1.508544921875000000e+00
4.100097656250000222e-01 7.646240234375000222e-01 8.588476562500000355e-01 3.353515624999999639e-02 9.040820312499999734e-01 -1.133544921875000000e+00
2.200097656249999922e-01 8.896240234375000222e-01 6.788476562500000977e-01 5.353515625000000722e-02 1.004082031250000062e+00 -1.883544921875000000e+00
2.675097656250000067e-01 7.333740234375000222e-01 8.138476562500001066e-01 4.853515625000000278e-02 8.790820312499999512e-01 -1.696044921875000000e+00
4.575097656250000089e-01 8.583740234375000222e-01 6.338476562500000577e-01 6.853515625000000666e-02 9.790820312500000400e-01 -9.460449218750000000e-01
3.625097656250000355e-01 6.708740234375000222e-01 7.238476562500000266e-01 3.853515625000000083e-02 1.029082031249999973e+00 -1.321044921875000000e+00
1.725097656250000056e-01 7.958740234375000222e-01 9.038476562499999645e-01 5.853515625000000472e-02 9.290820312499999956e-01 -5.710449218750000000e-01
1.962597656249999989e-01 7.489990234375000222e-01 6.563476562500000222e-01 6.603515625000000444e-02 9.665820312499999734e-01 -6.647949218750000000e-01
3.862597656249999734e-01 8.739990234375000222e-01 8.363476562500000711e-01 4.603515625000000056e-02 1.066582031250000062e+00 -1.414794921875000000e+00
4.812597656250000022e-01 6.864990234375000222e-01 7.463476562499999911e-01 5.603515625000000250e-02 1.016582031250000018e+00 -1.039794921875000000e+00
2.912597656250000000e-01 8.114990234375000222e-01 5.663476562500000533e-01 3.603515624999999861e-02 9.165820312500000400e-01 -1.789794921875000000e+00
2.437597656250000133e-01 6.552490234375000222e-01 8.813476562500000000e-01 6.103515625000000000e-02 9.915820312499999956e-01 -1.977294921875000000e+00
4.337597656250000155e-01 7.802490234375000222e-01 7.013476562500000622e-01 4.103515625000000305e-02 8.915820312500000178e-01 -1.227294921875000000e+00
3.387597656249999867e-01 7.177490234375000222e-01 6.113476562500000933e-01 5.103515625000000500e-02 9.415820312500000622e-01 -1.602294921875000000e+00
1.487597656249999845e-01 8.427490234375000222e-01 7.913476562500000311e-01 3.103515624999999764e-02 1.041582031249999929e+00 -8.522949218750000000e-01
1.606347656250000089e-01 7.255615234375000222e-01 8.250976562500000888e-01 3.978515625000000194e-02 9.978320312499999734e-01 -1.180419921875000000e+00
3.506347656250000111e-01 8.505615234375000222e-01 6.450976562500000400e-01 5.978515625000000583e-02 8.978320312499999956e-01 -1.930419921875000000e+00
4.456347656249999845e-01 6.630615234375000222e-01 5.550976562500000711e-01 4.978515625000000389e-02 9.478320312500000400e-01 -8.054199218750000000e-01
2.556347656249999822e-01 7.880615234375000222e-01 7.350976562500000089e-01 6.978515625000000777e-02 1.047832031250000018e+00 -1.555419921875000000e+00
3.031347656249999689e-01 6.943115234375000222e-01 6.900976562500000799e-01 3.478515624999999750e-02 9.228320312500000178e-01 -1.367919921875000000e+00
4.931347656250000266e-01 8.193115234375000222e-01 8.700976562500000178e-01 5.478515625000000833e-02 1.022832031250000107e+00 -6.179199218750000000e-01
3.981347656249999978e-01 7.568115234375000222e-01 7.800976562500000488e-01 4.478515624999999944e-02 9.728320312500000622e-01 -1.742919921875000000e+00
2.081347656249999956e-01 8.818115234375000222e-01 6.000976562500000000e-01 6.478515625000000333e-02 8.728320312499999734e-01 -9.929199218750000000e-01
1.843847656250000022e-01 6.786865234375000222e-01 7.575976562499999734e-01 5.228515625000000611e-02 9.103320312500000622e-01 -8.991699218750000000e-01
3.743847656250000044e-01 8.036865234375000222e-01 5.775976562500000355e-01 3.228515625000000222e-02 1.010332031249999929e+00 -1.649169921875000000e+00
4.693847656249999778e-01 7.411865234375000222e-01 6.675976562500000044e-01 6.228515625000000805e-02 1.060332031249999973e+00 -5.241699218750000000e-01
2.793847656250000311e-01 8.661865234375000222e-01 8.475976562500000533e-01 4.228515624999999722e-02 9.603320312499999956e-01 -1.274169921875000000e+00
2.318847656249999889e-01 7.724365234375000222e-01 6.225976562500000755e-01 5.728515625000000361e-02 1.035332031250000062e+00 -1.461669921875000000e+00
4.218847656249999911e-01 8.974365234375000222e-01 8.025976562500000133e-01 3.728515624999999972e-02 9.353320312499999734e-01 -7.116699218750000000e-01
3.268847656250000178e-01 7.099365234375000222e-01 8.925976562499999822e-01 6.728515625000000555e-02 8.853320312500000400e-01 -1.836669921875000000e+00
1.368847656249999878e-01 8.349365234375000222e-01 7.125976562500000444e-01 4.728515625000000167e-02 9.853320312500000178e-01 -1.086669921875000000e+00
1.428222656250000000e-01 7.607177734375000222e-01 7.407226562500000000e-01 6.041015625000000638e-02 9.447070312499999956e-01 -1.297607421875000000e+00
3.328222656250000022e-01 8.857177734375000222e-01 5.607226562500000622e-01 4.041015625000000250e-02 1.044707031249999973e+00 -5.476074218750000000e-01
4.278222656249999756e-01 6.982177734375000222e-01 6.507226562500000311e-01 5.041015625000000444e-02 9.947070312500000400e-01 -1.672607421875000000e+00
2.378222656250000011e-01 8.232177734375000222e-01 8.307226562500000799e-01 3.041015625000000056e-02 8.947070312499999512e-01 -9.226074218750000000e-01
2.853222656249999600e-01 6.669677734375000222e-01 6.057226562499999911e-01 6.541015625000000389e-02 1.019707031250000062e+00 -1.110107421875000000e+00
4.753222656250000178e-01 7.919677734375000222e-01 7.857226562500000400e-01 4.541015625000000000e-02 9.197070312499999734e-01 -1.860107421875000000e+00
3.803222656249999889e-01 7.294677734375000222e-01 8.757226562500000089e-01 5.541015625000000888e-02 9.697070312500000178e-01 -7.351074218750000000e-01
1.903222656249999867e-01 8.544677734375000222e-01 6.957226562500000711e-01 3.541015624999999806e-02 1.069707031250000107e+00 -1.485107421875000000e+00
2.140722656249999800e-01 6.825927734375000222e-01 8.532226562500000444e-01 4.791015625000000222e-02 1.032207031250000018e+00 -1.578857421875000000e+00
4.040722656249999822e-01 8.075927734375000222e-01 6.732226562499999956e-01 6.791015625000000611e-02 9.322070312500000400e-01 -8.288574218750000000e-01
4.990722656250000111e-01 7.450927734375000222e-01 5.832226562500000266e-01 3.791015625000000028e-02 8.822070312499999956e-01 -1.953857421875000000e+00
3.090722656250000089e-01 8.700927734375000222e-01 7.632226562500000755e-01 5.791015625000000416e-02 9.822070312499999734e-01 -1.203857421875000000e+00
2.615722656250000222e-01 7.138427734375000222e-01 7.182226562500000355e-01 4.291015624999999778e-02 9.072070312500000178e-01 -1.016357421875000000e+00
4.515722656250000244e-01 8.388427734375000222e-01 8.982226562499999734e-01 6.291015625000001554e-02 1.007207031250000107e+00 -1.766357421875000000e+00
3.565722656249999956e-01 6.513427734375000222e-01 8.082226562500001155e-01 3.291015625000000278e-02 1.057207031250000151e+00 -6.413574218750000000e-01
1.665722656249999933e-01 7.763427734375000222e-01 6.282226562500000666e-01 5.291015625000000666e-02 9.572070312500000622e-01 -1.391357421875000000e+00
1.546972656249999967e-01 6.591552734375000222e-01 6.844726562500000888e-01 5.666015625000000305e-02 8.884570312499999734e-01 -1.719482421875000000e+00
3.446972656250000266e-01 7.841552734375000222e-01 8.644726562500000266e-01 3.666015624999999917e-02 9.884570312500000622e-01 -9.694824218750000000e-01
4.396972656250000000e-01 7.216552734375000222e-01 7.744726562500000577e-01 6.666015625000000500e-02 1.038457031250000107e+00 -1.344482421875000000e+00
2.496972656249999978e-01 8.466552734375000222e-01 5.944726562500000089e-01 4.666015625000000111e-02 9.384570312500000178e-01 -5.944824218750000000e-01
2.971972656249999845e-01 7.529052734375000222e-01 9.094726562499999556e-01 5.166015625000000555e-02 1.063457031250000018e+00 -7.819824218750000000e-01
4.871972656249999867e-01 8.779052734375000222e-01 7.294726562500000178e-01 3.166015625000000167e-02 9.634570312500000400e-01 -1.531982421875000000e+00
3.921972656250000133e-01 6.904052734375000222e-01 6.394726562500000488e-01 6.166015625000000749e-02 9.134570312499999956e-01 -1.156982421875000000e+00
2.021972656250000111e-01 8.154052734375000222e-01 8.194726562500000977e-01 4.166015625000000361e-02 1.013457031249999973e+00 -1.906982421875000000e+00
1.784472656249999900e-01 7.372802734375000222e-01 5.719726562500000444e-01 3.416015624999999695e-02 9.759570312499999956e-01 -1.813232421875000000e+00
3.684472656249999645e-01 8.622802734375000222e-01 7.519726562499999822e-01 5.416015625000000777e-02 8.759570312500000178e-01 -1.063232421875000000e+00
4.634472656249999933e-01 6.747802734375000222e-01 8.419726562500000622e-01 4.416015624999999889e-02 9.259570312500000622e-01 -1.438232421875000000e+00
2.734472656249999911e-01 7.997802734375000222e-01 6.619726562500000133e-01 6.416015625000000278e-02 1.025957031249999929e+00 -6.882324218750000000e-01
