# cosmological_parameters--omega_m cosmological_parameters--s_8 cosmological_parameters--h0 cosmological_parameters--omega_b cosmological_parameters--n_s intrinsic_alignment_parameters--a1 intrinsic_alignment_parameters--alpha1 intrinsic_alignment_parameters--a2 intrinsic_alignment_parameters--alpha2 intrinsic_alignment_parameters--bias_ta
4.209570312500000022e-01 5.668945312500000000e-01 7.113671875000000533e-01 3.949218749999999778e-02 1.000664062500000062e+00 -2.099609375000000000e+00 -1.650390625000000000e+00 -3.017578125000000000e+00 -3.222656250000000000e-01 4.394531250000000000e-01
2.309570312500000000e-01 8.168945312500000000e-01 8.913671874999999911e-01 5.949218750000000167e-02 9.006640624999999734e-01 2.900390625000000000e+00 3.349609375000000000e+00 1.982421875000000000e+00 4.677734375000000000e+00 1.439453125000000000e+00
2.784570312499999867e-01 5.043945312500000000e-01 5.763671875000000444e-01 4.449218750000000222e-02 9.756640625000000400e-01 4.150390625000000000e+00 2.099609375000000000e+00 3.232421875000000000e+00 -4.072265625000000000e+00 1.894531250000000000e-01
4.684570312499999889e-01 7.543945312500000000e-01 7.563671874999999822e-01 6.449218750000000611e-02 8.756640624999999512e-01 -8.496093750000000000e-01 -2.900390625000000000e+00 -1.767578125000000000e+00 9.277343750000000000e-01 1.189453125000000000e+00
3.734570312500000155e-01 6.293945312500000000e-01 8.463671875000000622e-01 3.449218750000000028e-02 9.256640624999999956e-01 1.650390625000000000e+00 -4.003906250000000000e-01 7.324218750000000000e-01 -1.572265625000000000e+00 1.689453125000000000e+00
1.834570312500000133e-01 8.793945312500000000e-01 6.663671875000000133e-01 5.449218750000000416e-02 1.025664062499999973e+00 -3.349609375000000000e+00 4.599609375000000000e+00 -4.267578125000000000e+00 3.427734375000000000e+00 6.894531250000000000e-01
2.072070312500000067e-01 5.981445312500000000e-01 8.688671875000000266e-01 6.199218750000000389e-02 1.063164062500000062e+00 -2.724609375000000000e+00 2.246093750000000000e-01 1.074218750000000000e-01 -4.697265625000000000e+00 1.814453125000000000e+00
3.972070312500000089e-01 8.481445312500000000e-01 6.888671875000000888e-01 4.199218750000000000e-02 9.631640624999999734e-01 2.275390625000000000e+00 -4.775390625000000000e+00 -4.892578125000000000e+00 3.027343750000000000e-01 8.144531250000000000e-01
4.922070312499999822e-01 7.231445312500000000e-01 5.988671875000000089e-01 5.199218750000000194e-02 9.131640625000000400e-01 -2.246093750000000000e-01 -2.275390625000000000e+00 2.607421875000000000e+00 -2.197265625000000000e+00 3.144531250000000000e-01
3.022070312500000355e-01 9.731445312500000000e-01 7.788671875000000577e-01 3.199218749999999806e-02 1.013164062500000018e+00 4.775390625000000000e+00 2.724609375000000000e+00 -2.392578125000000000e+00 2.802734375000000000e+00 1.314453125000000000e+00
2.547070312499999933e-01 6.606445312500000000e-01 6.438671875000000488e-01 6.699218750000000833e-02 8.881640625000000178e-01 3.525390625000000000e+00 1.474609375000000000e+00 -3.642578125000000000e+00 -3.447265625000000000e+00 6.445312500000000000e-02
4.447070312499999956e-01 9.106445312500000000e-01 8.238671875000000977e-01 4.699218750000000444e-02 9.881640624999999956e-01 -1.474609375000000000e+00 -3.525390625000000000e+00 1.357421875000000000e+00 1.552734375000000000e+00 1.064453125000000000e+00
3.497070312500000222e-01 5.356445312500000000e-01 7.338671875000000178e-01 5.699218749999999944e-02 1.038164062499999929e+00 1.025390625000000000e+00 -1.025390625000000000e+00 -1.142578125000000000e+00 -9.472656250000000000e-01 1.564453125000000000e+00
1.597070312499999922e-01 7.856445312500000000e-01 5.538671875000000799e-01 3.699218750000000250e-02 9.381640625000000622e-01 -3.974609375000000000e+00 3.974609375000000000e+00 3.857421875000000000e+00 4.052734375000000000e+00 5.644531250000000000e-01
1.478320312499999956e-01 5.512695312500000000e-01 7.001171875000000711e-01 3.324218749999999917e-02 9.069140625000000622e-01 -1.787109375000000000e+00 -3.837890625000000000e+00 1.669921875000000000e+00 4.990234375000000000e+00 1.126953125000000000e+00
3.378320312499999978e-01 8.012695312500000000e-01 8.801171875000000089e-01 5.324218750000000305e-02 1.006914062499999929e+00 3.212890625000000000e+00 1.162109375000000000e+00 -3.330078125000000000e+00 -9.765625000000000000e-03 1.269531250000000000e-01
4.328320312500000266e-01 6.762695312500000000e-01 7.901171875000000400e-01 4.324218750000000111e-02 1.056914062499999973e+00 -4.287109375000000000e+00 3.662109375000000000e+00 4.169921875000000000e+00 2.490234375000000000e+00 6.269531250000000000e-01
2.428320312499999967e-01 9.262695312500000000e-01 6.101171874999999911e-01 6.324218750000000500e-02 9.569140624999999956e-01 7.128906250000000000e-01 -1.337890625000000000e+00 -8.300781250000000000e-01 -2.509765625000000000e+00 1.626953125000000000e+00
2.903320312500000111e-01 7.387695312500000000e-01 8.351171875000000799e-01 3.824218749999999667e-02 1.031914062500000062e+00 1.962890625000000000e+00 -2.587890625000000000e+00 -4.580078125000000000e+00 3.740234375000000000e+00 8.769531250000000000e-01
4.803320312500000133e-01 9.887695312500000000e-01 6.551171875000000311e-01 5.824218750000000056e-02 9.319140624999999734e-01 -3.037109375000000000e+00 2.412109375000000000e+00 4.199218750000000000e-01 -1.259765625000000000e+00 1.876953125000000000e+00
3.853320312499999845e-01 6.137695312500000000e-01 5.651171875000000622e-01 4.824218750000000555e-02 8.819140625000000400e-01 4.462890625000000000e+00 4.912109375000000000e+00 -2.080078125000000000e+00 1.240234375000000000e+00 1.376953125000000000e+00
1.953320312499999822e-01 8.637695312500000000e-01 7.451171875000000000e-01 6.824218750000000944e-02 9.819140625000000178e-01 -5.371093750000000000e-01 -8.789062500000000000e-02 2.919921875000000000e+00 -3.759765625000000000e+00 3.769531250000000000e-01
1.715820312499999889e-01 6.450195312500000000e-01 6.326171875000000666e-01 5.574218750000000527e-02 1.019414062500000107e+00 -1.162109375000000000e+00 -4.462890625000000000e+00 -1.455078125000000000e+00 3.115234375000000000e+00 1.001953125000000000e+00
3.615820312499999911e-01 8.950195312500000000e-01 8.126171875000001155e-01 3.574218750000000139e-02 9.194140625000000178e-01 3.837890625000000000e+00 5.371093750000000000e-01 3.544921875000000000e+00 -1.884765625000000000e+00 1.953125000000000000e-03
4.565820312500000200e-01 5.200195312500000000e-01 9.026171874999999734e-01 6.574218750000000722e-02 9.694140625000000622e-01 -3.662109375000000000e+00 3.037109375000000000e+00 -3.955078125000000000e+00 6.152343750000000000e-01 5.019531250000000000e-01
2.665820312500000178e-01 7.700195312500000000e-01 7.226171875000000355e-01 4.574218750000000333e-02 1.069414062500000151e+00 1.337890625000000000e+00 -1.962890625000000000e+00 1.044921875000000000e+00 -4.384765625000000000e+00 1.501953125000000000e+00
2.190820312500000033e-01 5.825195312500000000e-01 7.676171875000000755e-01 5.074218750000000777e-02 9.444140625000000400e-01 8.789062500000000000e-02 -3.212890625000000000e+00 4.794921875000000000e+00 4.365234375000000000e+00 7.519531250000000000e-01
4.090820312499999778e-01 8.325195312500000000e-01 5.876171875000000266e-01 3.074218750000000042e-02 1.044414062500000018e+00 -4.912109375000000000e+00 1.787109375000000000e+00 -2.050781250000000000e-01 -6.347656250000000000e-01 1.751953125000000000e+00
3.140820312500000044e-01 7.075195312500000000e-01 6.776171875000001066e-01 6.074218750000000278e-02 9.944140625000000844e-01 2.587890625000000000e+00 4.287109375000000000e+00 2.294921875000000000e+00 1.865234375000000000e+00 1.251953125000000000e+00
1.240820312500000022e-01 9.575195312500000000e-01 8.576171875000000444e-01 4.074218749999999889e-02 8.944140624999999956e-01 -2.412109375000000000e+00 -7.128906250000000000e-01 -2.705078125000000000e+00 -3.134765625000000000e+00 2.519531250000000000e-01
1.255664062499999845e-01 5.415039062500000000e-01 7.605859375000000311e-01 6.371093750000000888e-02 9.842578124999999956e-01 -3.935546875000000000e+00 2.529296875000000000e+00 -4.306640625000000000e+00 -3.486328125000000000e+00 4.472656250000000000e-01
3.155664062499999867e-01 7.915039062500000000e-01 5.805859375000000933e-01 4.371093750000000500e-02 8.842578125000000178e-01 1.064453125000000000e+00 -2.470703125000000000e+00 6.933593750000000000e-01 1.513671875000000000e+00 1.447265625000000000e+00
4.105664062500000155e-01 6.665039062500000000e-01 6.705859375000000622e-01 5.371093750000000000e-02 9.342578125000000622e-01 -1.435546875000000000e+00 -4.970703125000000000e+00 -1.806640625000000000e+00 -9.863281250000000000e-01 1.947265625000000000e+00
2.205664062500000133e-01 9.165039062500000000e-01 8.505859375000000000e-01 3.371093749999999611e-02 1.034257812499999929e+00 3.564453125000000000e+00 2.929687500000000000e-02 3.193359375000000000e+00 4.013671875000000000e+00 9.472656250000000000e-01
2.680664062500000000e-01 7.290039062500000000e-01 6.255859375000000222e-01 6.871093750000001332e-02 9.592578124999999734e-01 4.814453125000000000e+00 3.779296875000000000e+00 1.943359375000000000e+00 -4.736328125000000000e+00 1.697265625000000000e+00
4.580664062500000022e-01 9.790039062500000000e-01 8.055859375000000711e-01 4.871093750000000250e-02 1.059257812500000062e+00 -1.855468750000000000e-01 -1.220703125000000000e+00 -3.056640625000000000e+00 2.636718750000000000e-01 6.972656250000000000e-01
3.630664062499999734e-01 6.040039062500000000e-01 8.955859375000000400e-01 5.871093750000000444e-02 1.009257812500000018e+00 2.314453125000000000e+00 -3.720703125000000000e+00 4.443359375000000000e+00 -2.236328125000000000e+00 1.972656250000000000e-01
1.730664062499999989e-01 8.540039062500000000e-01 7.155859374999999911e-01 3.871093750000000056e-02 9.092578125000000400e-01 -2.685546875000000000e+00 1.279296875000000000e+00 -5.566406250000000000e-01 2.763671875000000000e+00 1.197265625000000000e+00
1.968164062499999922e-01 6.352539062500000000e-01 8.280859375000000355e-01 4.621093750000000722e-02 8.717578124999999512e-01 -3.310546875000000000e+00 3.154296875000000000e+00 3.818359375000000000e+00 -4.111328125000000000e+00 3.222656250000000000e-01
3.868164062500000222e-01 8.852539062500000000e-01 6.480859375000000977e-01 6.621093750000001110e-02 9.717578125000000400e-01 1.689453125000000000e+00 -1.845703125000000000e+00 -1.181640625000000000e+00 8.886718750000000000e-01 1.322265625000000000e+00
4.818164062499999956e-01 5.102539062500000000e-01 5.580859375000000178e-01 3.621093749999999833e-02 1.021757812499999973e+00 -8.105468750000000000e-01 -4.345703125000000000e+00 1.318359375000000000e+00 -1.611328125000000000e+00 1.822265625000000000e+00
2.918164062499999933e-01 7.602539062500000000e-01 7.380859375000000666e-01 5.621093750000000222e-02 9.217578124999999956e-01 4.189453125000000000e+00 6.542968750000000000e-01 -3.681640625000000000e+00 3.388671875000000000e+00 8.222656250000000000e-01
2.443164062500000067e-01 5.727539062500000000e-01 6.930859375000000266e-01 4.121093750000000278e-02 1.046757812500000107e+00 2.939453125000000000e+00 4.404296875000000000e+00 -2.431640625000000000e+00 -2.861328125000000000e+00 1.572265625000000000e+00
4.343164062500000089e-01 8.227539062500000000e-01 8.730859374999999645e-01 6.121093750000000666e-02 9.467578125000000178e-01 -2.060546875000000000e+00 -5.957031250000000000e-01 2.568359375000000000e+00 2.138671875000000000e+00 5.722656250000000000e-01
3.393164062500000355e-01 6.977539062500000000e-01 7.830859374999999956e-01 3.121093750000000083e-02 8.967578124999999734e-01 4.394531250000000000e-01 -3.095703125000000000e+00 -4.931640625000000000e+00 -3.613281250000000000e-01 7.226562500000000000e-02
1.493164062500000056e-01 9.477539062500000000e-01 6.030859375000000577e-01 5.121093750000000472e-02 9.967578125000000622e-01 -4.560546875000000000e+00 1.904296875000000000e+00 6.835937500000000000e-02 4.638671875000000000e+00 1.072265625000000000e+00
1.611914062500000022e-01 7.133789062500000000e-01 6.593359375000000799e-01 5.996093750000000555e-02 1.040507812500000018e+00 -2.373046875000000000e+00 -2.158203125000000000e+00 2.880859375000000000e+00 4.326171875000000000e+00 6.347656250000000000e-01
3.511914062500000044e-01 9.633789062500000000e-01 8.393359375000000178e-01 3.996093750000000167e-02 9.405078125000000400e-01 2.626953125000000000e+00 2.841796875000000000e+00 -2.119140625000000000e+00 -6.738281250000000000e-01 1.634765625000000000e+00
4.461914062499999778e-01 5.883789062500000000e-01 7.493359375000000488e-01 6.996093750000001443e-02 8.905078124999999956e-01 -4.873046875000000000e+00 3.417968750000000000e-01 3.808593750000000000e-01 1.826171875000000000e+00 1.134765625000000000e+00
2.561914062500000311e-01 8.383789062500000000e-01 5.693359375000000000e-01 4.996093750000000361e-02 9.905078124999999734e-01 1.269531250000000000e-01 -4.658203125000000000e+00 -4.619140625000000000e+00 -3.173828125000000000e+00 1.347656250000000000e-01
3.036914062500000178e-01 5.258789062500000000e-01 8.843359375000000577e-01 5.496093750000000111e-02 9.155078125000000178e-01 1.376953125000000000e+00 -9.082031250000000000e-01 -8.691406250000000000e-01 3.076171875000000000e+00 1.384765625000000000e+00
4.936914062500000200e-01 7.758789062500000000e-01 7.043359375000000089e-01 3.496093749999999722e-02 1.015507812500000107e+00 -3.623046875000000000e+00 4.091796875000000000e+00 4.130859375000000000e+00 -1.923828125000000000e+00 3.847656250000000000e-01
3.986914062499999911e-01 6.508789062500000000e-01 6.143359375000000400e-01 6.496093750000000999e-02 1.065507812500000151e+00 3.876953125000000000e+00 1.591796875000000000e+00 -3.369140625000000000e+00 5.761718750000000000e-01 8.847656250000000000e-01
2.086914062499999889e-01 9.008789062500000000e-01 7.943359375000000888e-01 4.496093750000000611e-02 9.655078125000000622e-01 -1.123046875000000000e+00 -3.408203125000000000e+00 1.630859375000000000e+00 -4.423828125000000000e+00 1.884765625000000000e+00
1.849414062499999956e-01 6.196289062500000000e-01 5.918359375000000755e-01 3.246093750000000194e-02 9.280078124999999734e-01 -4.980468750000000000e-01 -1.533203125000000000e+00 -2.744140625000000000e+00 3.701171875000000000e+00 5.097656250000000000e-01
3.749414062499999978e-01 8.696289062500000000e-01 7.718359375000000133e-01 5.246093749999999889e-02 1.028007812500000062e+00 4.501953125000000000e+00 3.466796875000000000e+00 2.255859375000000000e+00 -1.298828125000000000e+00 1.509765625000000000e+00
4.699414062500000266e-01 7.446289062500000000e-01 8.618359374999999822e-01 4.246093750000000389e-02 9.780078125000000178e-01 -2.998046875000000000e+00 9.667968750000000000e-01 -2.441406250000000000e-01 1.201171875000000000e+00 1.009765625000000000e+00
2.799414062499999689e-01 9.946289062500000000e-01 6.818359375000000444e-01 6.246093750000000777e-02 8.780078125000000400e-01 2.001953125000000000e+00 -4.033203125000000000e+00 4.755859375000000000e+00 -3.798828125000000000e+00 9.765625000000000000e-03
2.324414062499999822e-01 6.821289062500000000e-01 8.168359375000000533e-01 3.746093749999999944e-02 1.003007812499999929e+00 7.519531250000000000e-01 -2.832031250000000000e-01 1.005859375000000000e+00 4.951171875000000000e+00 1.259765625000000000e+00
4.224414062499999845e-01 9.321289062500000000e-01 6.368359375000000044e-01 5.746093750000000333e-02 9.030078125000000622e-01 -4.248046875000000000e+00 4.716796875000000000e+00 -3.994140625000000000e+00 -4.882812500000000000e-02 2.597656250000000000e-01
3.274414062500000111e-01 5.571289062500000000e-01 7.268359374999999734e-01 4.746093750000000139e-02 9.530078124999999956e-01 3.251953125000000000e+00 2.216796875000000000e+00 3.505859375000000000e+00 2.451171875000000000e+00 7.597656250000000000e-01
1.374414062500000089e-01 8.071289062500000000e-01 9.068359375000000222e-01 6.746093750000001221e-02 1.053007812499999973e+00 -1.748046875000000000e+00 -2.783203125000000000e+00 -1.494140625000000000e+00 -2.548828125000000000e+00 1.759765625000000000e+00
1.433789062499999933e-01 6.586914062500000000e-01 5.637109375000000089e-01 4.058593750000000222e-02 8.998828125000000178e-01 2.470703125000000000e+00 1.855468750000000000e-01 2.412109375000000000e+00 1.982421875000000000e+00 4.160156250000000000e-01
3.333789062499999956e-01 9.086914062500000000e-01 7.437109375000000577e-01 6.058593750000000611e-02 9.998828125000001066e-01 -2.529296875000000000e+00 -4.814453125000000000e+00 -2.587890625000000000e+00 -3.017578125000000000e+00 1.416015625000000000e+00
4.283789062500000244e-01 5.336914062500000000e-01 8.337109375000000266e-01 3.058593750000000028e-02 1.049882812500000151e+00 4.970703125000000000e+00 -2.314453125000000000e+00 4.912109375000000000e+00 4.482421875000000000e+00 1.916015625000000000e+00
2.383789062499999944e-01 7.836914062500000000e-01 6.537109375000000888e-01 5.058593750000000416e-02 9.498828125000000622e-01 -2.929687500000000000e-02 2.685546875000000000e+00 -8.789062500000000000e-02 -5.175781250000000000e-01 9.160156250000000000e-01
